,Compound,Date,Negative,Neutral,Positive,Source,Text,Tweets Ago
267,0.3612,Tue Oct 30 21:08:21 +0000 2018,0.0,0.898,0.102,CNN,"RT @TheLeadCNN: ""Everything he has said beforehand and everything he has said since makes this act seem like he’s checking off a box.” CNN’…",68
268,0.3182,Tue Oct 30 21:04:54 +0000 2018,0.087,0.745,0.168,CNN,Smart glasses for the hard of hearing are changing theater in London https://t.co/uRxhbi9kQF https://t.co/sBMXXU7EN5,69
269,0.0,Tue Oct 30 21:02:05 +0000 2018,0.0,1.0,0.0,CNN,"""We just can't keep going on this way."" Former New York Mayor Michael Bloomberg renewed his calls for stricter gun… https://t.co/1jQKuVLurU",70
270,-0.3818,Tue Oct 30 20:59:32 +0000 2018,0.11,0.89,0.0,CNN,"RT @TheLeadCNN: .@JakeTapper: President Trump in Pittsburgh, is an an uninvited guest for many local leaders, as funerals begin for the vic…",71
271,-0.836,Tue Oct 30 20:58:59 +0000 2018,0.283,0.717,0.0,CNN,Anderson Cooper is in Pittsburgh as the city mourns the 11 people killed in Saturday's shooting at the Tree of Life… https://t.co/YTQIqPuGTm,72
272,0.0,Tue Oct 30 20:56:52 +0000 2018,0.0,1.0,0.0,CNN,"RT @CNNPolitics: President Donald Trump, first lady Melania Trump, Ivanka Trump and Jared Kushner arrive at the Tree of Life synagogue wher…",73
273,0.0,Tue Oct 30 20:56:14 +0000 2018,0.0,1.0,0.0,CNN,"President Trump and first lady Melania Trump have arrived at Tree of Life Synagogue in Pittsburgh, the scene of Sat… https://t.co/OOWlCAI1DL",74
274,-0.8225,Tue Oct 30 20:55:04 +0000 2018,0.352,0.648,0.0,CNN,How President Trump's war on political correctness opened a Pandora's box of hate speech https://t.co/XHJMYCD3BM |… https://t.co/hyEaoThA3a,75
275,0.0,Tue Oct 30 20:50:08 +0000 2018,0.0,1.0,0.0,CNN,50 Cent and Ja Rule escalate beef https://t.co/jTNiOykFce https://t.co/b20o5QzXur,76
276,0.0,Tue Oct 30 20:45:00 +0000 2018,0.0,1.0,0.0,CNN,"Video shows a rare sighting of a ghostly Grimpoteuthis octopus, sometimes called a ""Dumbo octopus,"" in the waters o… https://t.co/UjGn1woqMe",77
277,0.836,Tue Oct 30 20:40:09 +0000 2018,0.0,0.611,0.389,CNN,Three-time Olympic champion Shaun White has apologized to the Special Olympics community after a backlash over the… https://t.co/8UWqlSgqKl,78
278,-0.3612,Tue Oct 30 20:37:15 +0000 2018,0.106,0.894,0.0,CNN,"October's market turmoil took an off-day as the Dow soared more than 432 points, while the Nasdaq and the broader S… https://t.co/0ONUiuawv2",79
279,0.4939,Tue Oct 30 20:35:05 +0000 2018,0.0,0.814,0.186,CNN,"A whopping 5,655-carat emerald as big as your hand has been found in Zambia https://t.co/EkQIPlR0dN https://t.co/5BLAOGUVln",80
280,-0.0516,Tue Oct 30 20:33:59 +0000 2018,0.134,0.741,0.125,CNN,"RT @TheLeadCNN: “President Trump, in this neighborhood tonight, is definitely unwelcome.” 

CNN’s @miguelmarquez reports that the sadness a…",81
281,0.0,Tue Oct 30 20:33:40 +0000 2018,0.0,1.0,0.0,CNN,"RT @CNNnewsroom: ""If you flipped the script...wouldn't this be the same thing as if you had a Democratic president who wanted to sign an ex…",82
282,0.0,Tue Oct 30 20:30:07 +0000 2018,0.0,1.0,0.0,CNN,"Hundreds of volunteers in a port city on England's south coast formed a human chain to move their local bookstore,… https://t.co/TM0F5dGIH5",83
283,0.0,Tue Oct 30 20:25:00 +0000 2018,0.0,1.0,0.0,CNN,"Video shows a rare sighting of a ghostly Grimpoteuthis octopus, sometimes called a ""Dumbo octopus,"" in the waters o… https://t.co/3BJVSK7iYR",84
284,0.0,Tue Oct 30 20:23:40 +0000 2018,0.0,1.0,0.0,CNN,Kenya Airways has made a historic 15-hour flight from Nairobi's Jomo Kenyatta International Airport to New York… https://t.co/4zHD7rHEFe,85
285,0.0,Tue Oct 30 20:20:07 +0000 2018,0.0,1.0,0.0,CNN,Dogs can sniff out malaria parasites on your clothes https://t.co/9DBAm1lJPX https://t.co/VBBXGurows,86
286,0.7717,Tue Oct 30 20:15:29 +0000 2018,0.0,0.767,0.233,CNN,"RT @CNNnewsroom: “This is a remarkable community, it’s a mix of Jewish people and of people who are not Jewish, who have respect for each o…",87
287,0.0,Tue Oct 30 20:14:20 +0000 2018,0.0,1.0,0.0,CNN,"RT @CNNBusiness: The Dow closed up 432 points, or 1.8%, as wild swings continue to rock the market. The S&amp;P 500 jumped 1.6%, led higher by…",88
288,0.0,Tue Oct 30 20:13:39 +0000 2018,0.0,1.0,0.0,CNN,The US Air Force is facing more questions as to why it spent tens of thousands of dollars over the last three years… https://t.co/cdRdaTllmA,89
289,0.1779,Tue Oct 30 20:10:02 +0000 2018,0.0,0.825,0.175,CNN,How Kohl's figured out the Amazon era https://t.co/2jyrFOnafu https://t.co/ZcRTa1qk0u,90
290,-0.0498,Tue Oct 30 20:08:00 +0000 2018,0.125,0.759,0.116,CNN,"""It’s been very difficult to watch the last couple years,"" says comedian Dave Chappelle, relecting on Trump's presi… https://t.co/ECLZkgIiPo",91
291,-0.5267,Tue Oct 30 20:05:06 +0000 2018,0.196,0.804,0.0,CNN,"Coca-Cola's CEO says the company currently has no plans for cannabis drinks, after the company last month teased th… https://t.co/pizreZk2QY",92
292,-0.4767,Tue Oct 30 20:04:37 +0000 2018,0.134,0.866,0.0,CNN,NASA's Parker Solar Probe has broken the world record for the closest approach to the sun ever achieved by a man-ma… https://t.co/lpspSs1dNX,93
293,0.1027,Tue Oct 30 20:00:17 +0000 2018,0.0,0.915,0.085,CNN,"For years, Angela Merkel saw off all challengers. Now, she's preparing to step aside. https://t.co/RlOxCNBaJD https://t.co/a5rd89DjSx",94
294,-0.6705,Tue Oct 30 19:59:16 +0000 2018,0.234,0.766,0.0,CNN,"RT @CNNnewsroom: “We’ve … suffered from persecution for thousands of years - the Jews - and we’ve always survived.""

Jon Pushinsky lost his…",95
295,0.5106,Tue Oct 30 19:55:06 +0000 2018,0.0,0.845,0.155,CNN,The forecast indicates that a strong cold front across the middle portion of the country could bring some frightful… https://t.co/lhF17BOART,96
296,-0.3818,Tue Oct 30 19:50:04 +0000 2018,0.157,0.843,0.0,CNN,How President Trump's amoral approach to the presidency is changing everything https://t.co/ud4DmhO0bR | Analysis b… https://t.co/h9orYNygEw,97
297,-0.6705,Tue Oct 30 19:45:09 +0000 2018,0.2,0.8,0.0,CNN,Six-year-old twin boys and their 9-year-old sister were killed after a pickup truck hit them as they crossed a road… https://t.co/ygIhlf9umz,98
298,0.0,Tue Oct 30 19:38:08 +0000 2018,0.0,1.0,0.0,CNN,A teenager who was paralyzed in an airstrike near his home outside the Syrian city of Homs in 2013 has arrived in t… https://t.co/jJmpELnV5z,99
299,-0.5859,Tue Oct 30 19:35:06 +0000 2018,0.237,0.647,0.116,CNN,England's swimming authority has been fiercely criticized and forced to apologize after advising women on what to w… https://t.co/bfX2bNDBfc,100
300,0.0,Wed Oct 31 00:50:38 +0000 2018,0.0,1.0,0.0,Fox News,WEDNESDAY: @DanaPerino hosts The @DailyBriefing LIVE from Indianapolis. Tune in at 2p ET!  #Midterms2018 https://t.co/hHr6THcKJt,1
301,-0.4201,Wed Oct 31 00:42:15 +0000 2018,0.192,0.808,0.0,Fox News,".@TuckerCarlson: ""There is no more serious debate than the debate over citizenship, and it's long overdue."" #Tucker https://t.co/DjQ6PH4olX",2
302,0.5994,Wed Oct 31 00:35:00 +0000 2018,0.0,0.647,0.353,Fox News,"Vermont gubernatorial candidate promises Saturday night 'governor’s pardon TV show'
https://t.co/euxTPvKCbR",3
303,0.0,Wed Oct 31 00:30:14 +0000 2018,0.0,1.0,0.0,Fox News,".@POTUS' rhetoric not cause of Pittsburgh shooting, but message needs to be 'more clear,' @SenatorLankford says https://t.co/FxBhcv3xcc",4
304,-0.6705,Wed Oct 31 00:19:12 +0000 2018,0.22,0.78,0.0,Fox News,.@POTUS arrives at @Andrews_JBA after visiting the Pittsburgh synagogue where 11 people were killed last weekend.… https://t.co/YCcqCeTX9J,5
305,0.7804,Wed Oct 31 00:17:32 +0000 2018,0.0,0.725,0.275,Fox News,ADORABLE: These newborns in the NICU at Aurora Health Care's Women's Pavilion in Wisconsin are dressed to impress f… https://t.co/cNvOplCaVY,6
306,-0.34,Wed Oct 31 00:08:53 +0000 2018,0.154,0.769,0.077,Fox News,"President Trump dramatically expands US espionage spending amid threats from Russia, China and North Korea. https://t.co/oR1qqkyEvw",7
307,-0.3182,Wed Oct 31 00:00:09 +0000 2018,0.113,0.887,0.0,Fox News,".@POTUS and @FLOTUS, along with @IvankaTrump and @JaredKushner, paid tribute on Tuesday to the victims of the Pitts… https://t.co/vuuBOqEzhX",8
308,0.3182,Tue Oct 30 23:54:00 +0000 2018,0.151,0.588,0.261,Fox News,Chinese intelligence officers charged in US aviation hacking https://t.co/laIPl8jRes,9
309,0.0,Tue Oct 30 23:47:31 +0000 2018,0.0,1.0,0.0,Fox News,Naomi Watts to star in 'Game of Thrones' prequel pilot https://t.co/CIjONCF3dA,10
310,-0.9001,Tue Oct 30 23:38:33 +0000 2018,0.522,0.478,0.0,Fox News,"Indiana children killed at bus stop are identified as siblings; suspect arrested, police say https://t.co/fp4lVZJGNF",11
311,-0.7783,Tue Oct 30 23:32:16 +0000 2018,0.459,0.541,0.0,Fox News,Missionary from Indiana shot dead amid fighting in Cameroon https://t.co/L6nAcMUcda,12
312,-0.0258,Tue Oct 30 23:23:00 +0000 2018,0.382,0.364,0.255,Fox News,Utah GOP Rep. Mia Love faces tough re-election fight https://t.co/DBK0pm4xpE,13
313,-0.8316,Tue Oct 30 23:18:00 +0000 2018,0.358,0.642,0.0,Fox News,"Son who allegedly killed Bradley University professor, husband was 'sick of his parents,' prosecutor says https://t.co/JO97ZgqudB",14
314,-0.4168,Tue Oct 30 23:11:54 +0000 2018,0.122,0.878,0.0,Fox News,"Jonathan Turley on @POTUS' birthright plan: ""An executive order is not the ideal way to go here. He's adding baggag… https://t.co/EjxoHhPYaQ",15
315,0.0,Tue Oct 30 23:05:00 +0000 2018,0.0,1.0,0.0,Fox News,Journey cassette tape prompts evacuation at North Carolina building https://t.co/g3uHI6hZmB,16
316,0.0,Tue Oct 30 23:02:34 +0000 2018,0.0,1.0,0.0,Fox News,.@CharlesHurt on @POTUS targeting birthright citizenship: “Kudos to the president for taking on an issue that matte… https://t.co/Ka3YAprne4,17
317,0.0,Tue Oct 30 22:57:41 +0000 2018,0.0,1.0,0.0,Fox News,"Giant 5,655-carat emerald crystal with 'golden green hue' discovered by miners https://t.co/z0tS6B0MIb",18
318,0.0,Tue Oct 30 22:45:13 +0000 2018,0.0,1.0,0.0,Fox News,"Florida college student wore 'real ammunition' as part of 'Terminator' costume, police say https://t.co/29M2csruYB",19
319,0.0772,Tue Oct 30 22:36:54 +0000 2018,0.206,0.567,0.227,Fox News,New Mexico teenager praised for ‘perfect’ tired mom costume https://t.co/LF362QWCKe,20
320,-0.4404,Tue Oct 30 22:24:01 +0000 2018,0.162,0.838,0.0,Fox News,".@Kellyannepolls: “This president was not about politics today, he was about the mourning in Pittsburgh.”… https://t.co/tV42oqdpt6",21
321,0.0,Tue Oct 30 22:16:12 +0000 2018,0.0,1.0,0.0,Fox News,Military dispatched as caravan marches on. William La Jeunesse reports. #SpecialReport https://t.co/hEGTk4Rhhg https://t.co/bM9020gtrg,22
322,-0.7579,Tue Oct 30 22:04:30 +0000 2018,0.52,0.48,0.0,Fox News,Officers hurt in Pittsburgh synagogue attack identified https://t.co/SJhZj2Q4QT,23
323,-0.875,Tue Oct 30 21:58:31 +0000 2018,0.417,0.583,0.0,Fox News,"'Whitey' Bulger beaten to death by West Virginia prison inmates with possible mob ties, report says.
https://t.co/B9x7INC8Vx",24
324,0.0,Tue Oct 30 21:45:38 +0000 2018,0.0,1.0,0.0,Fox News,"Cluster of 1,000 octopuses discovered during California deep-sea expedition. https://t.co/OXvgxN1vG3",25
325,0.25,Tue Oct 30 21:38:25 +0000 2018,0.0,0.769,0.231,Fox News,Defense Secretary Jim Mattis discusses National Defense Strategy at the @USIP. https://t.co/L4JKDdYRm7,26
326,-0.4767,Tue Oct 30 21:31:00 +0000 2018,0.14,0.86,0.0,Fox News,A school bus driver in Texas was arrested this month after incredible dash cam video released Friday showed the mom… https://t.co/2QU4QPrHYJ,27
327,-0.1027,Tue Oct 30 21:22:06 +0000 2018,0.195,0.684,0.121,Fox News,.@POTUS and @FLOTUS visit Pittsburgh synagogue to pay respects to victims of the massacre. https://t.co/u4u7UYNChN https://t.co/pqfNYwbcfL,28
328,0.0258,Tue Oct 30 21:12:50 +0000 2018,0.0,0.891,0.109,Fox News,"Bed bugs in Ohio reach ‘epidemic’ levels, exterminators say. https://t.co/by5EIA8SDc",29
329,0.1531,Tue Oct 30 20:54:32 +0000 2018,0.129,0.706,0.165,Fox News,North Carolina city 'bans' unpopular candy ahead of Halloween: 'No one likes them' https://t.co/on9WFb7bcB,30
330,-0.4767,Tue Oct 30 20:45:36 +0000 2018,0.193,0.807,0.0,Fox News,'Terrible Waste': Miller Says Conservatives Should Be 'Furious' at Trump's Border Deployment 'Stunt' https://t.co/NGrsYnF27Z,31
331,0.0,Tue Oct 30 20:36:11 +0000 2018,0.0,1.0,0.0,Fox News,"Texas man posted ad seeking child to 'try necrophilia and cannibalism,' sheriff says. https://t.co/zHZEt39ini",32
332,0.0,Tue Oct 30 20:30:00 +0000 2018,0.0,1.0,0.0,Fox News,".@DonaldJTrumpJr suggests media hypocrisy in coverage of Clinton remark on Holder, Booker. https://t.co/RzH5dEirWc",33
333,-0.8481,Tue Oct 30 20:27:00 +0000 2018,0.506,0.494,0.0,Fox News,At least 11 dead as violent storms buffet Italy https://t.co/pa20oUTjMV,34
334,-0.4767,Tue Oct 30 20:15:00 +0000 2018,0.256,0.744,0.0,Fox News,"Couple's $7,000 Bali honeymoon ruined after dog chews passport https://t.co/LZMq8gUFeh",35
335,-0.4356,Tue Oct 30 20:07:22 +0000 2018,0.217,0.783,0.0,Fox News,International Red Cross fears for city in Syria it can't reach with aid (via @holliesmckay) https://t.co/YzrC8n0pAV,36
336,0.0,Tue Oct 30 20:05:37 +0000 2018,0.0,1.0,0.0,Fox News,"A.B. Stoddard: “Many Republican women are going to be voting for Democrats this fall, and that’s something Democrat… https://t.co/fbexYZNBTf",37
337,0.0,Tue Oct 30 20:05:00 +0000 2018,0.0,1.0,0.0,Fox News,.@ShepNewsTeam is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/QamAio6ACB,38
338,-0.4767,Tue Oct 30 19:59:14 +0000 2018,0.193,0.807,0.0,Fox News,".@POTUS and @FLOTUS arrive in Pittsburgh, PA for visit after synagogue attack. https://t.co/MwuUNsUFKQ https://t.co/L6Oy7Fkmez",39
339,0.0,Tue Oct 30 19:48:47 +0000 2018,0.0,1.0,0.0,Fox News,.@POTUS and @FLOTUS arrive in Pittsburgh following Saturday's deadly shooting at Tree of Life synagogue. https://t.co/XGTyrsGWYi,40
340,-0.4215,Tue Oct 30 19:42:00 +0000 2018,0.177,0.823,0.0,Fox News,"Man eats soup directly from supermarket hot bar, enrages Twitter: 'Who does that?' https://t.co/1ZqTmyM7uz",41
341,-0.2732,Tue Oct 30 19:32:24 +0000 2018,0.13,0.87,0.0,Fox News,"North Carolina mom whose son, 1, was swept away in Florence floodwaters faces charges https://t.co/DVHYkPuGBm",42
342,-0.5994,Tue Oct 30 19:25:00 +0000 2018,0.151,0.849,0.0,Fox News,Photo of the Day: A man walks by an oak tree displaying fall colors on the grounds of the National World War I Muse… https://t.co/fSAlYNfRUg,43
343,0.0,Tue Oct 30 19:20:00 +0000 2018,0.0,1.0,0.0,Fox News,"Cat crashes runway at Turkey fashion show, goes viral on Instagram https://t.co/oAnZLsIdu2",44
344,-0.2924,Tue Oct 30 19:11:38 +0000 2018,0.144,0.856,0.0,Fox News,Governor and mayor not greeting @POTUS in Pittsburgh. @Garrett_FoxNews with the latest. https://t.co/MwuUNsUFKQ https://t.co/mhoNOk7KQW,45
345,-0.8885,Tue Oct 30 19:04:41 +0000 2018,0.447,0.553,0.0,Fox News,Whitey Bulger found dead in prison: 3 things to know about the notorious Boston mob boss https://t.co/f7BkVlfLVQ,46
346,0.7269,Tue Oct 30 18:55:40 +0000 2018,0.0,0.736,0.264,Fox News,"After being saved by International Animal Rescue, Monti the orangutan has provided “comfort and care” to orphaned A… https://t.co/jfnHg3mwnB",47
347,0.0,Tue Oct 30 18:51:14 +0000 2018,0.0,1.0,0.0,Fox News,"President @realDonaldTrump and @FLOTUS Melania Trump depart Joint Base Andrews en route to Pittsburgh, Pennsylvania. https://t.co/MARGROmbBO",48
348,0.3182,Tue Oct 30 18:48:25 +0000 2018,0.0,0.839,0.161,Fox News,Colorado ballot measure would increase restrictions on fracking if passed; @aacuna1 reports https://t.co/7gbulAnds3,49
349,0.6369,Tue Oct 30 18:43:22 +0000 2018,0.0,0.679,0.321,Fox News,"Whataburger-loving Texas couple throw Halloween party, decorate entire house like fast-food chain https://t.co/gkj73l9xeM",50
350,0.5106,Tue Oct 30 18:40:30 +0000 2018,0.0,0.68,0.32,Fox News,"RT @FoxBusiness: Consumer confidence hits 18-year high
https://t.co/IT7iArGAp4",51
351,0.4404,Tue Oct 30 18:40:22 +0000 2018,0.0,0.838,0.162,Fox News,"RT @FoxBusiness: Dairy farmers ask for more aid as tariffs wipe away $1B in profits
https://t.co/g2SHUM9Alg",52
352,0.296,Tue Oct 30 18:21:18 +0000 2018,0.145,0.625,0.23,Fox News,Pittsburgh rabbi receives hate mail for saying Trump would be welcome: 'We need to be better than this' https://t.co/RY6otWEXCw,53
353,0.0,Tue Oct 30 18:14:10 +0000 2018,0.0,1.0,0.0,Fox News,"VOLCANIC LIGHTNING: Watch the Anak Krakatau volcano erupt earlier this month, causing volcanic lightning as ash and… https://t.co/fSMxbzle6x",54
354,-0.25,Tue Oct 30 17:59:11 +0000 2018,0.143,0.857,0.0,Fox News,"Boston Red Sox Owner Believes Team Will Visit White House, Manager Unsure https://t.co/YCQYUP1mxi",55
355,0.0,Tue Oct 30 17:41:00 +0000 2018,0.0,1.0,0.0,Fox News,.@KeithRothfus: “What happened on Saturday was an unspeakable abomination.” #OutnumberedOT https://t.co/JscLFD0Hjq,56
356,-0.5994,Tue Oct 30 17:35:24 +0000 2018,0.281,0.719,0.0,Fox News,This bullet-scarred Bible ‘saved the life’ of a World War I soldier https://t.co/2n7vmnrSP7,57
357,0.3182,Tue Oct 30 17:24:50 +0000 2018,0.0,0.859,0.141,Fox News,.@RepDennyHeck: I think the millennials are going to increase their turnout significantly over past elections.… https://t.co/D3xdxUjE06,58
358,0.2023,Tue Oct 30 17:16:04 +0000 2018,0.0,0.859,0.141,Fox News,Pharrell Williams sends Trump cease-and-desist letter for playing ‘Happy’ at rally https://t.co/rSWo9ybZkD,59
359,0.4939,Tue Oct 30 17:07:44 +0000 2018,0.0,0.842,0.158,Fox News,".@SteveScalise praised @POTUS for stating that he plans to sign an executive order ending so-called ""birthright cit… https://t.co/7fOSJmtvAt",60
360,-0.8316,Tue Oct 30 16:57:46 +0000 2018,0.375,0.625,0.0,Fox News,"BREAKING NEWS: Whitey Bulger, infamous Boston mob boss, killed in prison, multiple reports say… https://t.co/M85IUH2zj1",61
361,0.0,Tue Oct 30 16:51:25 +0000 2018,0.0,1.0,0.0,Fox News,McCarthy on Birthright Citizenship: Trump 'Right on Substance' But Executive Order Won't Work https://t.co/SnyBbRFDBt,62
362,-0.5994,Tue Oct 30 16:44:07 +0000 2018,0.206,0.794,0.0,Fox News,"North Carolina high school shooting stemmed from bullying that ‘escalated out of control,’ officials say https://t.co/hnnklP9hGX",63
363,-0.1531,Tue Oct 30 16:38:24 +0000 2018,0.15,0.728,0.121,Fox News,".@LawrenceBJones3 on @POTUS looking to end birthright citizenship: ""I agree with the president's frustration. I'm v… https://t.co/riWUPjARFW",64
364,0.4767,Tue Oct 30 16:32:29 +0000 2018,0.137,0.504,0.36,Fox News,Prominent @NBA figures boost political talk as midterms loom https://t.co/yOKhmhXMOW,65
365,-0.1027,Tue Oct 30 16:28:51 +0000 2018,0.134,0.753,0.113,Fox News,"Claire McCaskill's swipe at Sanders, Warren ignore fact she accepted their PAC money, fundraising efforts https://t.co/tB8Wvi0VXf",66
366,0.0,Tue Oct 30 16:27:13 +0000 2018,0.0,1.0,0.0,Fox News,".@KatiePavlich: ""Seeing the shift in how Republicans kind of [have] taken the Democrat playbook in getting early vo… https://t.co/fKlYFXAnDm",67
367,0.34,Tue Oct 30 16:19:29 +0000 2018,0.0,0.833,0.167,Fox News,"Caravan migrants forcing Mexico to scramble to secure roads, provide food, water https://t.co/pqGozC1fpQ",68
368,0.4404,Tue Oct 30 16:17:35 +0000 2018,0.0,0.804,0.196,Fox News,".@adrienneelrod: ""The Democrats who are on message are saying universally, 'We want to protect, not repeal, health… https://t.co/P7NEIHwzEd",69
369,0.0258,Tue Oct 30 16:07:22 +0000 2018,0.0,0.891,0.109,Fox News,Khashoggi's fiancee calls on Trump to prevent 'cover-up' https://t.co/PV89AlnctV https://t.co/gVnlqQHlqw,70
370,0.0,Tue Oct 30 16:00:43 +0000 2018,0.0,1.0,0.0,Fox News,Dow trading up triple digits https://t.co/DRxkIUwR2M,71
371,-0.3818,Tue Oct 30 15:57:46 +0000 2018,0.14,0.86,0.0,Fox News,".@AndrewCMcCarthy on Trump's plan to restrict birthright citizenship: ""I don't think the @POTUS unilaterally can ch… https://t.co/eZ4UkK5QMx",72
372,-0.0258,Tue Oct 30 15:49:14 +0000 2018,0.073,0.927,0.0,Fox News,'Boy Meets World' Mr. Feeny actor William Daniels thwarted attempted burglary at his home https://t.co/rMd1qunmpX,73
373,0.34,Tue Oct 30 15:46:16 +0000 2018,0.0,0.854,0.146,Fox News,Leaks inside Trump administration lead some to call for overhaul of security clearance system https://t.co/lYt6hLUek7,74
374,-0.4404,Tue Oct 30 15:41:07 +0000 2018,0.195,0.805,0.0,Fox News,".@jasoninthehouse: ""Even the Democrats are getting tired of the Russia probe."" https://t.co/rENSgObzYr https://t.co/jl5Ds33Z0w",75
375,0.0,Tue Oct 30 15:36:43 +0000 2018,0.0,1.0,0.0,Fox News,.@POTUS says he plans to end birthright citizenship by executive order https://t.co/2gk8a0oEgb https://t.co/rYTTO6I3Lf,76
376,-0.4019,Tue Oct 30 15:30:31 +0000 2018,0.231,0.769,0.0,Fox News,.@POTUS to migrant caravan: They're 'wasting their time' https://t.co/r23F3yn90w https://t.co/KFzAc20Ux2,77
377,-0.538,Tue Oct 30 15:23:02 +0000 2018,0.256,0.744,0.0,Fox News,Actor James Cromwell warns of 'blood in the streets' if Democrats don't win election https://t.co/24EaclKVmX,78
378,0.7003,Tue Oct 30 15:13:55 +0000 2018,0.0,0.58,0.42,Fox News,Bride-to-be reportedly makes friends compete for bridal party spots https://t.co/sOOZCXiiQG,79
379,0.0,Tue Oct 30 15:12:23 +0000 2018,0.0,1.0,0.0,Fox News,Heated Georgia governor's race drawing national attention https://t.co/CiAzG6BDQw,80
380,0.5256,Tue Oct 30 15:02:15 +0000 2018,0.0,0.805,0.195,Fox News,".@MoElleithee: ""[@BarackObama and President @realDonaldTrump] both have incredibly loyal bases that is completely n… https://t.co/s2ROQP0I28",81
381,-0.8442,Tue Oct 30 14:56:52 +0000 2018,0.378,0.622,0.0,Fox News,"Indonesia Lion Air plane had reported airspeed problem day before crash, as accounts emerge of terrifying previous… https://t.co/Sf2HKSrwFd",82
382,0.0,Tue Oct 30 14:54:53 +0000 2018,0.0,1.0,0.0,Fox News,".@continetti: ""That's representative of the Democrats' view of Hillary in 2020, that her time has passed.""… https://t.co/0u9splO594",83
383,-0.5574,Tue Oct 30 14:48:04 +0000 2018,0.141,0.859,0.0,Fox News,"RT @FoxNewsResearch: Babies Born to Illegal Immigrants in US:
Births/Share of all US births

•1980: 30K (1%)

•1985: 45K (1%)

•1990: 95K (…",84
384,0.0772,Tue Oct 30 14:46:01 +0000 2018,0.0,0.939,0.061,Fox News,"""People that want to come here illegally need to recognize that we're going to actually enforce our laws and secure… https://t.co/q958UiqPSN",85
385,0.0,Tue Oct 30 14:38:58 +0000 2018,0.0,1.0,0.0,Fox News,.@KenPaxtonTX on @POTUS saying he plans to end birthright citizenship by executive order https://t.co/AfArXkgt72… https://t.co/38k65HeDK4,86
386,-0.8834,Tue Oct 30 14:35:10 +0000 2018,0.424,0.576,0.0,Fox News,".@SteveScalise: ""We need to face-off and confront these acts of evil and hatred with unity."" @AmericaNewsroom https://t.co/gaXtkzVn0v",87
387,0.2716,Tue Oct 30 14:27:47 +0000 2018,0.0,0.913,0.087,Fox News,".@SteveScalise: ""The most important thing we can all do is stand up and say, 'It's not right. This isn't the way we… https://t.co/6SFputSVlw",88
388,0.0,Tue Oct 30 14:20:42 +0000 2018,0.0,1.0,0.0,Fox News,".@SteveScalise: ""[The Pittsburgh community needs] people to come together and stand against bigotry and hate.""… https://t.co/OIX9QR4Nz0",89
389,-0.5994,Tue Oct 30 14:12:41 +0000 2018,0.38,0.62,0.0,Fox News,Funerals for Pittsburgh synagogue shooting victims begin today https://t.co/GuCsrqLexO https://t.co/9BrtxfVJEP,90
390,-0.0258,Tue Oct 30 14:10:38 +0000 2018,0.119,0.766,0.115,Fox News,".@KenPaxtonTX: “We need help along the border. We've been struggling for years and years and finally, we have a pre… https://t.co/EhzAOnwgPT",91
391,0.6249,Tue Oct 30 13:59:28 +0000 2018,0.0,0.773,0.227,Fox News,.@JohnJamesMI: “We cannot wait another six years to fix our Great Lakes.” https://t.co/Iw8STf1WHE @AmericaNewsroom https://t.co/JTUrPUIRpD,92
392,0.0,Tue Oct 30 13:56:00 +0000 2018,0.0,1.0,0.0,Fox News,State of the Midterms: Longshot Senate bids catch up in final stretch https://t.co/yb4FjFPuwF,93
393,0.0,Tue Oct 30 13:44:49 +0000 2018,0.0,1.0,0.0,Fox News,".@POTUS, @FLOTUS to visit Pittsburgh today in wake of synagogue massacre https://t.co/Trrcp4Tliv",94
394,0.0258,Tue Oct 30 13:16:26 +0000 2018,0.104,0.783,0.113,Fox News,.@LaraLeaTrump: “We want to leave nothing on the table.” @foxandfriends https://t.co/KNaI1aiIg1,95
395,0.0,Tue Oct 30 13:00:02 +0000 2018,0.0,1.0,0.0,Fox News,"Dogs can be trained to sniff out malaria, researchers say https://t.co/IZm4Uuu4KQ",96
396,0.0,Tue Oct 30 12:45:00 +0000 2018,0.0,1.0,0.0,Fox News,"Pittsburgh leaders, residents split over President Trump’s trip to synagogue shooting site https://t.co/MM3FqOKf6I",97
397,0.25,Tue Oct 30 12:30:00 +0000 2018,0.0,0.875,0.125,Fox News,"McCarthy is favorite to get speaker role if Republicans keep House, but not a shoo-in https://t.co/pb57cAJAQ1",98
398,0.0,Tue Oct 30 12:09:43 +0000 2018,0.0,1.0,0.0,Fox News,RT @FoxBusiness: U.S. futures: https://t.co/HJunP8oKZG,99
399,0.5719,Tue Oct 30 11:50:00 +0000 2018,0.0,0.778,0.222,Fox News,.@nedryun: “Donald Trump is doing an excellent job on prescription drug prices.” @FoxFriendsFirst https://t.co/uuFxEr6zTs,100
400,0.0,Wed Oct 31 00:47:07 +0000 2018,0.0,1.0,0.0,The New York Times,"“China is not an ally; it’s increasingly a competitor in the Pacific,” the report's author said. “We shouldn’t be h… https://t.co/7VA5mr3pUo",1
401,0.3612,Wed Oct 31 00:32:10 +0000 2018,0.109,0.664,0.227,The New York Times,The Interior Department’s top watchdog has referred an investigation into a possible conflict of interest by Interi… https://t.co/qYqVzWP2Un,2
